"PVWatts Hourly PV Performance Data"
"Requested Location","8712 Ranch Rd loveland co"
"Location","Lat, Lng: 40.37, -105.22"
"Latitude (DD)","40.37"
"Longitude (DD)","-105.22"
"Elevation (m)","1721.8399658203"
"DC System Size (kW)","3.285"
"Module Type","Standard"
"Array Type","Fixed (roof mount)"
"Array Tilt (deg)","16"
"Array Azimuth (deg)","90"
"System Losses (%)","15.79"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","-15","6.2","0.87","0","-15","0","0"
"1","1","1","0","0","-14","6.5","0.87","0","-14","0","0"
"1","1","2","0","0","-14","6.6","0.87","0","-14","0","0"
"1","1","3","0","0","-14","6.6","0.87","0","-14","0","0"
"1","1","4","0","0","-14","6.6","0.87","0","-14","0","0"
"1","1","5","0","0","-13","6.6","0.87","0","-13","0","0"
"1","1","6","0","0","-13","6.5","0.87","0","-13","0","0"
"1","1","7","0","0","-12","6.5","0.87","0","0","0","0"
"1","1","8","423","47","-11","6.8","0.87","221.538","-7.858","649.825","613.779"
"1","1","9","555","81","-10","6.9","0.87","348.882","-5.05","1062.784","1012.105"
"1","1","10","251","169","-10","6.9","0.87","303.421","-5.7","920.274","874.645"
"1","1","11","0","114","-9","6.5","0.87","111.747","-7.355","328.208","303.558"
"1","1","12","351","186","-9","6.1","0.87","326.02","-3.999","964.568","917.369"
"1","1","13","679","94","-9","5.9","0.87","292.047","-4.499","811.867","770.079"
"1","1","14","719","60","-9","5.4","0.87","164.23","-6.481","375.295","348.977"
"1","1","15","729","45","-9","4.8","0.87","37.562","-8.329","104.726","87.994"
"1","1","16","300","14","-10","4.3","0.87","13.729","-9.746","33.314","19.114"
"1","1","17","0","0","-10","4.4","0.87","0","-10","0","0"
"1","1","18","0","0","-11","4.9","0.87","0","-11","0","0"
"1","1","19","0","0","-11","5.4","0.87","0","-11","0","0"
"1","1","20","0","0","-11","6","0.87","0","-11","0","0"
"1","1","21","0","0","-12","6.6","0.87","0","-12","0","0"
"1","1","22","0","0","-12","7","0.87","0","-12","0","0"
"1","1","23","0","0","-11","7.3","0.87","0","-11","0","0"
"1","2","0","0","0","-11","7.6","0.87","0","-11","0","0"
"1","2","1","0","0","-11","7.5","0.87","0","-11","0","0"
"1","2","2","0","0","-10","7.1","0.87","0","-10","0","0"
"1","2","3","0","0","-9","7.1","0.87","0","-9","0","0"
"1","2","4","0","0","-9","7.4","0.87","0","-9","0","0"
"1","2","5","0","0","-8","7.6","0.87","0","-8","0","0"
"1","2","6","0","0","-8","7.4","0.87","0","-8","0","0"
"1","2","7","0","0","-7","7.1","0.87","0","0","0","0"
"1","2","8","0","47","-6","6.9","0.87","47.204","-5.333","134.104","116.332"
"1","2","9","136","125","-3","6.9","0.87","198.526","-0.185","585.958","552.175"
"1","2","10","247","170","-1","6.7","0.87","302.924","3.382","890.144","845.582"
"1","2","11","287","194","0","6.4","0.87","334.958","4.991","973.733","926.21"
"1","2","12","178","206","0","6","0.87","274.286","4.258","788.056","747.112"
"1","2","13","78","176","0","5.4","0.87","190.042","3.159","540.709","508.529"
"1","2","14","28","122","0","4.4","0.87","116.851","2.211","330.758","306.018"
"1","2","15","747","41","-2","3.6","0.87","33.595","-1.29","90.328","74.107"
"1","2","16","0","24","-3","3.3","0.87","23.535","-2.495","56.581","41.556"
"1","2","17","0","0","-4","3.2","0.87","0","-4","0","0"
"1","2","18","0","0","-5","3.1","0.87","0","-5","0","0"
"1","2","19","0","0","-5","2.9","0.87","0","-5","0","0"
"1","2","20","0","0","-5","2.5","0.87","0","-5","0","0"
"1","2","21","0","0","-6","1.8","0.87","0","-6","0","0"
"1","2","22","0","0","-6","1.3","0.87","0","-6","0","0"
"1","2","23","0","0","-6","1.1","0.87","0","-6","0","0"
"1","3","0","0","0","-6","1","0.87","0","-6","0","0"
"1","3","1","0","0","-6","1","0.87","0","-6","0","0"
"1","3","2","0","0","-6","0.9","0.87","0","-6","0","0"
"1","3","3","0","0","-7","0.8","0.87","0","-7","0","0"
"1","3","4","0","0","-7","0.7","0.87","0","-7","0","0"
"1","3","5","0","0","-8","0.7","0.87","0","-8","0","0"
"1","3","6","0","0","-8","0.7","0.87","0","-8","0","0"
"1","3","7","0","0","-7","0.6","0.87","0","0","0","0"
"1","3","8","697","39","-5","0.7","0.87","310.869","6.781","868.88","825.072"
"1","3","9","861","57","-3","1.4","0.87","459.47","11.782","1326.538","1266.513"
"1","3","10","931","68","-1","1.9","0.87","532.555","14.376","1530.292","1463.047"
"1","3","11","961","73","0","1.9","0.87","534.186","15.384","1514.887","1448.188"
"1","3","12","958","75","0","1.6","0.87","471.387","14.374","1307.355","1248.01"
"1","3","13","929","71","0","1.3","0.87","350.71","11.239","917.836","872.293"
"1","3","14","865","61","0","0.9","0.87","192.098","6.379","417.483","389.67"
"1","3","15","713","46","-1","0.5","0.87","38.253","0.538","103.124","86.45"
"1","3","16","294","15","-4","0.5","0.87","14.709","-3.427","34.835","20.58"
"1","3","17","0","0","-5","0.7","0.87","0","-5","0","0"
"1","3","18","0","0","-6","0.9","0.87","0","-6","0","0"
"1","3","19","0","0","-7","1.1","0.87","0","-7","0","0"
"1","3","20","0","0","-8","1.1","0.87","0","-8","0","0"
"1","3","21","0","0","-8","0.9","0.87","0","-8","0","0"
"1","3","22","0","0","-8","0.7","0.87","0","-8","0","0"
"1","3","23","0","0","-9","0.8","0.87","0","-9","0","0"
"1","4","0","0","0","-9","1.1","0.87","0","-9","0","0"
"1","4","1","0","0","-9","1.5","0.87","0","-9","0","0"
"1","4","2","0","0","-8","2","0.87","0","-8","0","0"
"1","4","3","0","0","-8","2.5","0.87","0","-8","0","0"
"1","4","4","0","0","-8","3.1","0.87","0","-8","0","0"
"1","4","5","0","0","-8","3.6","0.87","0","-8","0","0"
"1","4","6","0","0","-7","4","0.87","0","-7","0","0"
"1","4","7","0","0","-6","4.3","0.87","0","0","0","0"
"1","4","8","728","38","-3","4.5","0.87","321.682","2.966","912.196","866.853"
"1","4","9","886","55","-1","4.6","0.87","469.454","7.695","1376.157","1314.374"
"1","4","10","952","65","0","4.9","0.87","539.321","9.615","1577.312","1508.401"
"1","4","11","980","69","1","5.1","0.87","540.805","10.378","1562.532","1494.145"
"1","4","12","980","70","1","5.4","0.87","477.571","8.93","1351.793","1290.874"
"1","4","13","600","115","0","5.4","0.87","292.945","4.802","797.452","756.175"
"1","4","14","881","60","0","5.1","0.87","196.007","3.111","432.105","403.773"
"1","4","15","731","45","-1","4.6","0.87","37.189","-0.318","100.354","83.778"
"1","4","16","322","15","-2","4.8","0.87","14.709","-1.745","34.58","20.334"
"1","4","17","0","0","-3","5.2","0.87","0","-3","0","0"
"1","4","18","0","0","-4","5.7","0.87","0","-4","0","0"
"1","4","19","0","0","-4","6.1","0.87","0","-4","0","0"
"1","4","20","0","0","-4","6.2","0.87","0","-4","0","0"
"1","4","21","0","0","-4","6.1","0.87","0","-4","0","0"
"1","4","22","0","0","-4","6.1","0.87","0","-4","0","0"
"1","4","23","0","0","-5","6.4","0.87","0","-5","0","0"
"1","5","0","0","0","-5","6.7","0.87","0","-5","0","0"
"1","5","1","0","0","-5","7","0.87","0","-5","0","0"
"1","5","2","0","0","-5","7.3","0.87","0","-5","0","0"
"1","5","3","0","0","-4","7.5","0.87","0","-4","0","0"
"1","5","4","0","0","-4","7.5","0.87","0","-4","0","0"
"1","5","5","0","0","-4","7.3","0.87","0","-4","0","0"
"1","5","6","0","0","-4","7.1","0.87","0","-4","0","0"
"1","5","7","0","0","-3","6.9","0.87","0","0","0","0"
"1","5","8","501","42","-2","6.7","0.87","245.814","1.522","698.967","661.179"
"1","5","9","370","107","0","6.8","0.87","294.382","4.219","865.56","821.87"
"1","5","10","754","75","0","7.3","0.87","456.541","6.231","1348.343","1287.546"
"1","5","11","13","160","1","7.5","0.87","163.775","3.18","468.287","438.674"
"1","5","12","896","90","1","7.1","0.87","464.619","7.411","1323.761","1263.835"
"1","5","13","871","84","1","6.6","0.87","350.144","5.999","941.018","894.654"
"1","5","14","836","65","0","6.3","0.87","195.684","2.719","439.13","410.549"
"1","5","15","690","48","0","5.9","0.87","39.893","0.625","107.89","91.047"
"1","5","16","291","16","-1","5.4","0.87","15.69","-0.748","36.823","22.498"
"1","5","17","0","0","-2","5.3","0.87","0","-2","0","0"
"1","5","18","0","0","-2","5.6","0.87","0","-2","0","0"
"1","5","19","0","0","-3","5.6","0.87","0","-3","0","0"
"1","5","20","0","0","-3","5.6","0.87","0","-3","0","0"
"1","5","21","0","0","-3","5.7","0.87","0","-3","0","0"
"1","5","22","0","0","-3","5.5","0.87","0","-3","0","0"
"1","5","23","0","0","-3","5.3","0.87","0","-3","0","0"
"1","6","0","0","0","-3","5.3","0.87","0","-3","0","0"
"1","6","1","0","0","-3","5.4","0.87","0","-3","0","0"
"1","6","2","0","0","-3","5.4","0.87","0","-3","0","0"
"1","6","3","0","0","-2","5.6","0.87","0","-2","0","0"
"1","6","4","0","0","-2","6","0.87","0","-2","0","0"
"1","6","5","0","0","-2","6.3","0.87","0","-2","0","0"
"1","6","6","0","0","-2","6.5","0.87","0","-2","0","0"
"1","6","7","0","0","-1","6.7","0.87","0","0","0","0"
"1","6","8","71","63","0","7","0.87","100.601","1.405","283.728","260.654"
"1","6","9","408","103","2","7.5","0.87","307.703","6.115","899.901","854.994"
"1","6","10","800","66","3","8","0.87","470.651","9.014","1378.057","1316.207"
"1","6","11","720","100","4","7.8","0.87","453.565","9.887","1309.825","1250.392"
"1","6","12","703","107","5","7.3","0.87","402.405","10.447","1133.707","1080.515"
"1","6","13","688","95","5","6.6","0.87","304.27","9.355","811.852","770.064"
"1","6","14","368","120","4","5.9","0.87","166.529","6.531","418.832","390.971"
"1","6","15","476","55","2","5.6","0.87","42.063","2.683","113.917","96.86"
"1","6","16","0","24","0","5.5","0.87","21.836","0.346","51.315","36.476"
"1","6","17","0","0","0","5.5","0.87","0","0","0","0"
"1","6","18","0","0","0","5.8","0.87","0","0","0","0"
"1","6","19","0","0","0","6.1","0.87","0","0","0","0"
"1","6","20","0","0","0","6.1","0.87","0","0","0","0"
"1","6","21","0","0","0","5.8","0.87","0","0","0","0"
"1","6","22","0","0","0","5.5","0.87","0","0","0","0"
"1","6","23","0","0","0","5.2","0.87","0","0","0","0"
"1","7","0","0","0","0","4.7","0.87","0","0","0","0"
"1","7","1","0","0","0","4.4","0.87","0","0","0","0"
"1","7","2","0","0","0","4.2","0.87","0","0","0","0"
"1","7","3","0","0","0","4.1","0.87","0","0","0","0"
"1","7","4","0","0","0","4","0.87","0","0","0","0"
"1","7","5","0","0","0","3.8","0.87","0","0","0","0"
"1","7","6","0","0","0","3.7","0.87","0","0","0","0"
"1","7","7","0","0","0","3.7","0.87","0","0","0","0"
"1","7","8","665","38","1","3.5","0.87","300.437","7.441","839.119","796.366"
"1","7","9","829","56","3","3.3","0.87","448.238","13.034","1289.84","1231.116"
"1","7","10","904","66","5","3.2","0.87","523.353","16.916","1491.927","1426.042"
"1","7","11","937","71","6","2.9","0.87","528.396","18.618","1483.478","1417.892"
"1","7","12","939","72","6","2.7","0.87","469.423","17.534","1291.089","1232.32"
"1","7","13","914","69","6","2.3","0.87","353.67","15.192","919.027","873.442"
"1","7","14","844","62","5","1.3","0.87","198.868","11.03","434.397","405.984"
"1","7","15","702","46","2","0.3","0.87","37.664","3.608","100.189","83.619"
"1","7","16","318","17","0","0.2","0.87","15.103","0.641","34.651","20.403"
"1","7","17","0","0","0","0.6","0.87","0","0","0","0"
"1","7","18","0","0","-1","0.9","0.87","0","-1","0","0"
"1","7","19","0","0","-1","1.1","0.87","0","-1","0","0"
"1","7","20","0","0","-1","1.3","0.87","0","-1","0","0"
"1","7","21","0","0","-1","1.7","0.87","0","-1","0","0"
"1","7","22","0","0","0","2.2","0.87","0","0","0","0"
"1","7","23","0","0","0","2.6","0.87","0","0","0","0"
"1","8","0","0","0","0","2.9","0.87","0","0","0","0"
"1","8","1","0","0","0","3.1","0.87","0","0","0","0"
"1","8","2","0","0","0","3.3","0.87","0","0","0","0"
"1","8","3","0","0","0","3.5","0.87","0","0","0","0"
"1","8","4","0","0","0","3.8","0.87","0","0","0","0"
"1","8","5","0","0","0","4","0.87","0","0","0","0"
"1","8","6","0","0","0","4.1","0.87","0","0","0","0"
"1","8","7","0","0","1","4.3","0.87","0","0","0","0"
"1","8","8","547","39","3","4","0.87","258.518","8.146","719.034","680.536"
"1","8","9","660","66","5","3.4","0.87","385.164","13.486","1103.909","1051.772"
"1","8","10","564","120","6","3.1","0.87","413.474","15.562","1177.158","1122.426"
"1","8","11","0","95","7","2.8","0.87","92.946","9.25","254.482","232.445"
"1","8","12","0","45","7","2.4","0.87","43.912","8.142","117.221","100.047"
"1","8","13","0","69","6","1.5","0.87","67.38","8.11","183.686","164.157"
"1","8","14","0","27","5","0.6","0.87","26.318","6.036","70.174","54.667"
"1","8","15","0","26","3","0.2","0.87","25.339","4.124","68.066","52.634"
"1","8","16","0","4","1","0.3","0.87","3.891","1.161","8.454","0"
"1","8","17","0","0","1","0.5","0.87","0","1","0","0"
"1","8","18","0","0","0","0.6","0.87","0","0","0","0"
"1","8","19","0","0","0","0.7","0.87","0","0","0","0"
"1","8","20","0","0","0","0.7","0.87","0","0","0","0"
"1","8","21","0","0","0","0.6","0.87","0","0","0","0"
"1","8","22","0","0","0","0.4","0.87","0","0","0","0"
"1","8","23","0","0","0","0.3","0.87","0","0","0","0"
"1","9","0","0","0","0","0.3","0.87","0","0","0","0"
"1","9","1","0","0","0","0.6","0.87","0","0","0","0"
"1","9","2","0","0","-1","1.2","0.87","0","-1","0","0"
"1","9","3","0","0","-1","1.6","0.87","0","-1","0","0"
"1","9","4","0","0","-2","1.9","0.87","0","-2","0","0"
"1","9","5","0","0","-2","2.1","0.87","0","-2","0","0"
"1","9","6","0","0","-3","2.4","0.87","0","-3","0","0"
"1","9","7","0","0","-3","2.8","0.87","0","0","0","0"
"1","9","8","0","30","-2","3.2","0.87","29.252","-1.337","80.36","64.493"
"1","9","9","0","89","-2","3.6","0.87","88.787","-0.107","254.843","232.793"
"1","9","10","11","143","-2","4.1","0.87","148.037","0.926","427.497","399.328"
"1","9","11","0","71","-2","4.4","0.87","69.342","-0.687","195.274","175.334"
"1","9","12","26","181","-3","4.4","0.87","187.234","0.543","541.382","509.179"
"1","9","13","69","183","-3","4.1","0.87","195.579","0.853","562.587","529.632"
"1","9","14","670","112","-4","3.7","0.87","217.918","0.337","537.166","505.112"
"1","9","15","0","49","-4","3.4","0.87","47.515","-2.955","134.731","116.937"
"1","9","16","0","8","-5","3.3","0.87","7.789","-4.833","17.949","4.293"
"1","9","17","0","0","-6","3.3","0.87","0","-6","0","0"
"1","9","18","0","0","-7","3.2","0.87","0","-7","0","0"
"1","9","19","0","0","-8","3.2","0.87","0","-8","0","0"
"1","9","20","0","0","-9","3.3","0.87","0","-9","0","0"
"1","9","21","0","0","-10","3.4","0.87","0","-10","0","0"
"1","9","22","0","0","-10","3.4","0.87","0","-10","0","0"
"1","9","23","0","0","-11","3.3","0.87","0","-11","0","0"
"1","10","0","0","0","-11","3.1","0.87","0","-11","0","0"
"1","10","1","0","0","-12","3","0.87","0","-12","0","0"
"1","10","2","0","0","-12","2.9","0.87","0","-12","0","0"
"1","10","3","0","0","-13","2.8","0.87","0","-13","0","0"
"1","10","4","0","0","-13","2.8","0.87","0","-13","0","0"
"1","10","5","0","0","-13","2.7","0.87","0","-13","0","0"
"1","10","6","0","0","-14","2.6","0.87","0","-14","0","0"
"1","10","7","0","0","-13","2.4","0.87","0","0","0","0"
"1","10","8","49","63","-12","2.4","0.87","87.896","-9.714","258.005","235.843"
"1","10","9","811","73","-10","2.3","0.87","462.559","2.334","1384.455","1322.378"
"1","10","10","908","83","-9","2.3","0.87","549.369","5.659","1631.837","1560.994"
"1","10","11","383","186","-8","2.3","0.87","378.96","2.072","1118.622","1065.965"
"1","10","12","227","213","-8","2.2","0.87","306.046","0.265","894.732","850.008"
"1","10","13","0","125","-8","2.1","0.87","120.915","-4.664","353.145","327.611"
"1","10","14","0","51","-8","1.9","0.87","49.765","-6.568","143.145","125.053"
"1","10","15","733","53","-8","1.4","0.87","48.164","-6.494","125.925","108.443"
"1","10","16","363","21","-10","0.7","0.87","19.174","-9.298","46.341","31.679"
"1","10","17","0","0","-11","0.2","0.87","0","-11","0","0"
"1","10","18","0","0","-12","0.5","0.87","0","-12","0","0"
"1","10","19","0","0","-13","1.2","0.87","0","-13","0","0"
"1","10","20","0","0","-14","1.8","0.87","0","-14","0","0"
"1","10","21","0","0","-14","2.3","0.87","0","-14","0","0"
"1","10","22","0","0","-14","2.9","0.87","0","-14","0","0"
"1","10","23","0","0","-14","3.2","0.87","0","-14","0","0"
"1","11","0","0","0","-14","3.1","0.87","0","-14","0","0"
"1","11","1","0","0","-14","2.9","0.87","0","-14","0","0"
"1","11","2","0","0","-14","2.4","0.87","0","-14","0","0"
"1","11","3","0","0","-14","1.9","0.87","0","-14","0","0"
"1","11","4","0","0","-14","1.4","0.87","0","-14","0","0"
"1","11","5","0","0","-15","1","0.87","0","-15","0","0"
"1","11","6","0","0","-15","0.8","0.87","0","-15","0","0"
"1","11","7","0","0","-14","0.8","0.87","0","0","0","0"
"1","11","8","747","39","-11","1.8","0.87","335.929","-1.207","972.848","925.356"
"1","11","9","911","55","-9","3.5","0.87","488.666","1.606","1468.586","1403.528"
"1","11","10","983","65","-7","4.6","0.87","567.831","3.535","1701.658","1628.341"
"1","11","11","1006","73","-5","5","0.87","573.552","5.081","1694.676","1621.606"
"1","11","12","1011","72","-5","4.9","0.87","510.702","4.036","1480.781","1415.29"
"1","11","13","989","68","-5","4.3","0.87","389.536","2.343","1069.974","1019.041"
"1","11","14","922","62","-5","3.2","0.87","223.325","-0.301","517.446","486.09"
"1","11","15","792","47","-7","1.6","0.87","45.156","-5.68","109.46","92.561"
"1","11","16","440","20","-10","0.6","0.87","17.898","-9.326","43.023","28.478"
"1","11","17","0","0","-11","0.8","0.87","0","-11","0","0"
"1","11","18","0","0","-11","1.3","0.87","0","-11","0","0"
"1","11","19","0","0","-12","1.4","0.87","0","-12","0","0"
"1","11","20","0","0","-13","1.2","0.87","0","-13","0","0"
"1","11","21","0","0","-14","0.9","0.87","0","-14","0","0"
"1","11","22","0","0","-14","0.7","0.87","0","-14","0","0"
"1","11","23","0","0","-14","0.7","0.87","0","-14","0","0"
"1","12","0","0","0","-14","0.8","0.87","0","-14","0","0"
"1","12","1","0","0","-14","1","0.87","0","-14","0","0"
"1","12","2","0","0","-14","1.2","0.87","0","-14","0","0"
"1","12","3","0","0","-14","1.5","0.87","0","-14","0","0"
"1","12","4","0","0","-13","1.9","0.87","0","-13","0","0"
"1","12","5","0","0","-12","2.3","0.87","0","-12","0","0"
"1","12","6","0","0","-11","2.7","0.87","0","-11","0","0"
"1","12","7","0","0","-9","3","0.87","0","0","0","0"
"1","12","8","0","10","-6","2.7","0.87","9.734","-5.76","26.089","12.145"
"1","12","9","0","27","-3","2.3","0.87","26.316","-2.3","72.795","57.195"
"1","12","10","925","66","0","2.1","0.87","542.071","15.045","1559.75","1491.462"
"1","12","11","949","73","1","2.2","0.87","548.152","15.883","1558.945","1490.685"
"1","12","12","951","73","2","2.3","0.87","488.668","14.939","1363.727","1302.384"
"1","12","13","161","195","3","2.3","0.87","236.974","9.258","659.042","622.669"
"1","12","14","871","61","2","2.2","0.87","215.83","7.44","489.222","458.867"
"1","12","15","163","85","0","2","0.87","70.721","1.98","194.19","174.288"
"1","12","16","33","21","0","2.1","0.87","19.009","0.504","44.351","29.759"
"1","12","17","0","0","-1","2.7","0.87","0","-1","0","0"
"1","12","18","0","0","-1","3.4","0.87","0","-1","0","0"
"1","12","19","0","0","-1","4.1","0.87","0","-1","0","0"
"1","12","20","0","0","-1","4.5","0.87","0","-1","0","0"
"1","12","21","0","0","-1","4.8","0.87","0","-1","0","0"
"1","12","22","0","0","-1","5.1","0.87","0","-1","0","0"
"1","12","23","0","0","-1","5.3","0.87","0","-1","0","0"
"1","13","0","0","0","-1","5.4","0.87","0","-1","0","0"
"1","13","1","0","0","-1","5.3","0.87","0","-1","0","0"
"1","13","2","0","0","-1","5.3","0.87","0","-1","0","0"
"1","13","3","0","0","-1","5.2","0.87","0","-1","0","0"
"1","13","4","0","0","-1","5.1","0.87","0","-1","0","0"
"1","13","5","0","0","0","4.9","0.87","0","0","0","0"
"1","13","6","0","0","0","4.6","0.87","0","0","0","0"
"1","13","7","0","0","0","4.4","0.87","0","0","0","0"
"1","13","8","508","43","1","4.6","0.87","255.07","5.681","719.985","681.453"
"1","13","9","814","61","3","5.1","0.87","456.082","10.931","1326.626","1266.598"
"1","13","10","893","72","5","5.6","0.87","536.489","13.788","1550.673","1482.706"
"1","13","11","939","73","6","5.4","0.87","545.836","15.136","1557.326","1489.124"
"1","13","12","943","74","6","4.9","0.87","489.063","14.658","1367.515","1306.039"
"1","13","13","917","72","6","4","0.87","374.076","13.368","992.045","943.872"
"1","13","14","715","68","5","2.8","0.87","195.814","9.46","450.716","421.725"
"1","13","15","734","48","3","1.8","0.87","50.035","4.368","109.1","92.214"
"1","13","16","228","22","1","1.2","0.87","17.913","1.577","41.249","26.767"
"1","13","17","0","0","0","1.1","0.87","0","0","0","0"
"1","13","18","0","0","0","1.2","0.87","0","0","0","0"
"1","13","19","0","0","0","1.2","0.87","0","0","0","0"
"1","13","20","0","0","0","0.8","0.87","0","0","0","0"
"1","13","21","0","0","1","0.6","0.87","0","1","0","0"
"1","13","22","0","0","1","0.7","0.87","0","1","0","0"
"1","13","23","0","0","1","0.7","0.87","0","1","0","0"
"1","14","0","0","0","1","0.4","0.87","0","1","0","0"
"1","14","1","0","0","0","0.2","0.87","0","0","0","0"
"1","14","2","0","0","0","0.4","0.87","0","0","0","0"
"1","14","3","0","0","0","0.6","0.87","0","0","0","0"
"1","14","4","0","0","0","1","0.87","0","0","0","0"
"1","14","5","0","0","0","1.6","0.87","0","0","0","0"
"1","14","6","0","0","0","2.5","0.87","0","0","0","0"
"1","14","7","0","0","0","4.1","0.87","0","0","0","0"
"1","14","8","687","39","2","5.3","0.87","317.005","7.322","893.15","848.482"
"1","14","9","850","56","4","5.6","0.87","469.153","11.682","1362.492","1301.194"
"1","14","10","922","67","5","5.4","0.87","546.315","14.166","1578.401","1509.452"
"1","14","11","943","78","6","5","0.87","556.624","15.786","1585.164","1515.975"
"1","14","12","943","81","7","4.7","0.87","498.672","16.061","1388.863","1326.63"
"1","14","13","925","76","6","4","0.87","383.66","13.562","1019.791","970.635"
"1","14","14","861","68","5","2.9","0.87","226.24","10.051","517.734","486.368"
"1","14","15","726","53","2","2.3","0.87","57.082","3.407","124.226","106.804"
"1","14","16","383","23","0","2.5","0.87","20.645","0.506","47.937","33.218"
"1","14","17","0","0","0","3.2","0.87","0","0","0","0"
"1","14","18","0","0","0","3.7","0.87","0","0","0","0"
"1","14","19","0","0","0","3.9","0.87","0","0","0","0"
"1","14","20","0","0","0","4","0.87","0","0","0","0"
"1","14","21","0","0","0","4.1","0.87","0","0","0","0"
"1","14","22","0","0","0","4.2","0.87","0","0","0","0"
"1","14","23","0","0","0","4.3","0.87","0","0","0","0"
"1","15","0","0","0","0","4.4","0.87","0","0","0","0"
"1","15","1","0","0","0","4.6","0.87","0","0","0","0"
"1","15","2","0","0","0","5","0.87","0","0","0","0"
"1","15","3","0","0","0","5.3","0.87","0","0","0","0"
"1","15","4","0","0","0","5.6","0.87","0","0","0","0"
"1","15","5","0","0","0","5.5","0.87","0","0","0","0"
"1","15","6","0","0","0","5.1","0.87","0","0","0","0"
"1","15","7","0","0","0","4.9","0.87","0","0","0","0"
"1","15","8","0","15","2","4.8","0.87","14.607","2.263","38.468","24.085"
"1","15","9","0","31","4","4.3","0.87","30.221","4.582","81.65","65.736"
"1","15","10","0","40","6","3.5","0.87","39.02","6.843","104.672","87.943"
"1","15","11","0","109","7","2.6","0.87","106.789","9.677","292.949","269.548"
"1","15","12","0","48","6","2.1","0.87","46.847","7.291","125.625","108.153"
"1","15","13","52","186","5","1.8","0.87","194.464","10.692","540.246","508.083"
"1","15","14","422","125","4","1.6","0.87","192.582","9.711","483.883","453.717"
"1","15","15","671","59","2","1.8","0.87","60.138","3.636","130.65","113"
"1","15","16","332","26","2","2.2","0.87","21.75","2.567","50.947","36.121"
"1","15","17","0","0","1","2.6","0.87","0","1","0","0"
"1","15","18","0","0","0","2.8","0.87","0","0","0","0"
"1","15","19","0","0","0","3","0.87","0","0","0","0"
"1","15","20","0","0","0","3.1","0.87","0","0","0","0"
"1","15","21","0","0","0","3.2","0.87","0","0","0","0"
"1","15","22","0","0","0","3.1","0.87","0","0","0","0"
"1","15","23","0","0","0","2.9","0.87","0","0","0","0"
"1","16","0","0","0","0","2.7","0.87","0","0","0","0"
"1","16","1","0","0","0","2.6","0.87","0","0","0","0"
"1","16","2","0","0","-1","2.6","0.87","0","-1","0","0"
"1","16","3","0","0","-1","2.7","0.87","0","-1","0","0"
"1","16","4","0","0","-1","2.7","0.87","0","-1","0","0"
"1","16","5","0","0","0","2.4","0.87","0","0","0","0"
"1","16","6","0","0","0","2.3","0.87","0","0","0","0"
"1","16","7","0","0","0","2.4","0.87","0","0","0","0"
"1","16","8","163","67","2","2.6","0.87","146.656","5.675","412.461","384.826"
"1","16","9","185","132","3","3.2","0.87","232.731","8.292","670.801","634.012"
"1","16","10","196","187","4","3.8","0.87","298.285","10.171","854.944","811.63"
"1","16","11","218","218","5","4.2","0.87","332.089","11.474","943.186","896.745"
"1","16","12","209","224","5","4.7","0.87","313.239","10.694","883.596","839.266"
"1","16","13","406","173","6","5.4","0.87","302.304","10.997","829.005","786.609"
"1","16","14","570","102","5","6","0.87","203.559","8.033","498.504","467.82"
"1","16","15","445","69","4","6.2","0.87","65.528","4.952","154.764","136.26"
"1","16","16","287","25","3","6.2","0.87","20.454","3.302","48.582","33.84"
"1","16","17","0","0","3","6.1","0.14","0","3","0","0"
"1","16","18","0","0","3","6","0.14","0","3","0","0"
"1","16","19","0","0","3","5.7","0.14","0","3","0","0"
"1","16","20","0","0","3","5.5","0.14","0","3","0","0"
"1","16","21","0","0","3","5.7","0.14","0","3","0","0"
"1","16","22","0","0","4","6.3","0.14","0","4","0","0"
"1","16","23","0","0","4","6.5","0.14","0","4","0","0"
"1","17","0","0","0","4","5.9","0.14","0","4","0","0"
"1","17","1","0","0","4","5.2","0.14","0","4","0","0"
"1","17","2","0","0","4","4.9","0.14","0","4","0","0"
"1","17","3","0","0","4","4.5","0.14","0","4","0","0"
"1","17","4","0","0","3","3.8","0.14","0","3","0","0"
"1","17","5","0","0","2","3","0.14","0","2","0","0"
"1","17","6","0","0","2","3.2","0.14","0","2","0","0"
"1","17","7","0","0","4","4.2","0.14","0","0","0","0"
"1","17","8","0","5","7","5.3","0.14","4.794","7.081","11.818","0"
"1","17","9","36","125","8","6.5","0.14","147.296","10.179","416.261","388.491"
"1","17","10","933","53","8","7.5","0.14","537.76","15.221","1558.155","1489.923"
"1","17","11","958","58","9","8","0.14","543.63","15.952","1559.12","1490.854"
